Text,Target,intent
clear my calendar for the date of june 23,105,calendar_update
please put annie's baby shower on march 30 in my calendar,105,calendar_update
make sure my calendar is clear for june 1,105,calendar_update
remove anniversary dinner from my calendar on april 5,105,calendar_update
please clear entries on my calendar for the 1st,105,calendar_update
please add an item to my calendar that i need to clean the kitchen on thursday,105,calendar_update
"i want the events on my calendar for march 20th, 2019 to be cleared",105,calendar_update
remove celebrate anniversary from my calendar,105,calendar_update
erase any event on my calendar that's set for wednesday of next week,105,calendar_update
i want to add a doctor's visit to the calendar for friday,105,calendar_update
clear my calendar for this friday,105,calendar_update
delete all events on my calendar that have the word girlfriend in them,105,calendar_update
go ahead and delete the doctor appointment i have scheduled for monday,105,calendar_update
add my birthday to my calendar for next month on the 5th,105,calendar_update
delete my golf tournament event from tomrrow,105,calendar_update
put my parents anniversary on the calendar for next week on tuesday,105,calendar_update
clear my calendar for tomorrow,105,calendar_update
remove the recurring training meeting events off my calendar,105,calendar_update
put a reminder on the calendar to buy a gun on march 1st,105,calendar_update
i need to add farm trip to my calendar for friday,105,calendar_update
i want to add farm trip to my calendar for friday,105,calendar_update
i must add farm trip to my calendar for friday,105,calendar_update
i got to remove fishing from my calendar for soccer,105,calendar_update
please remove fishing from my calendar for soccer,105,calendar_update
i need to remove fishing from my calendar for soccer,105,calendar_update
i wanna remove fishing from my calendar for soccer,105,calendar_update
i shall remove fishing from my calendar for soccer,105,calendar_update
add farm trip to my calendar for friday,105,calendar_update
i have to add farm trip to my calendar for friday,105,calendar_update
i need to add my doctor's appointment to my calendar for the first,105,calendar_update
i need to delete my doctor's appointment scheduled for march 15th from my calendar,105,calendar_update
i would like to have march 5th's 5k added to my calendar,105,calendar_update
add my spa appointment on the 12th to my calendar,105,calendar_update
can you add remember to register for the race on my calendar for the 15th of march,105,calendar_update
please add lunch and catch up with lisa on friday to my calendar,105,calendar_update
please scratch my march 1st meeting off my calendar,105,calendar_update
march 3rd needs to be cleared on my calendar,105,calendar_update
make sure april 1 is clear on my calendar,105,calendar_update
keep april 2nd wide open on my calendar please,105,calendar_update
get rid of everything on my calendar for march 2nd,105,calendar_update
take my lunch plans off the calendar for march 13th,105,calendar_update
take my dinner plans off my calendar for tomorrow,105,calendar_update
remove dinner with suzie from my calendar on march 1st,105,calendar_update
can you get rid of my trip to the zoo from my calendar on march 1st,105,calendar_update
remove my date with liz from my calendar on april 1st,105,calendar_update
clear my calendar on march 1st,105,calendar_update
write down appointment for tomorrow on my calendar,105,calendar_update
put appointment on my calendar for tomorrow,105,calendar_update
i need to put my appointment for tomorrow on my calendar,105,calendar_update
make not of my appointment for tomorrow on my calendar,105,calendar_update
remember to put down that i have an appointment for tomorrow on my calendar,105,calendar_update
add my doctor appointment on march 25th at 3:00 to my calendar,105,calendar_update
delete the hair appointment i had scheduled on may 1st pleae,105,calendar_update
lunch with deb at noon today,105,calendar_update
add jake's birthday party for friday at 5,105,calendar_update
remove the birthday party this friday from my schedule,105,calendar_update
remove from calendar jesse's bbq on june 9th,105,calendar_update
take lunch off my calendar on the 3rd,105,calendar_update
get rid of tuesday the 5ths dinner,105,calendar_update
remove jake's birthday on march 22,105,calendar_update
take pat's appointment off my calendar,105,calendar_update
take lunch with steven off of my calendar,105,calendar_update
i no longer need to go to the zoo on the 8th of this month,105,calendar_update
undo the last event on my calendar,105,calendar_update
